timestamp,pH,turbidez_NTU,temperatura_C
2025-05-17 00:15:00-03:00,7.328,5.87,22.04
2025-05-17 00:30:00-03:00,7.225,5.92,22.16
2025-05-17 00:45:00-03:00,7.212,6.15,22.51
2025-05-17 01:00:00-03:00,7.092,5.78,22.58
2025-05-17 01:15:00-03:00,7.13,6.09,22.95
2025-05-17 01:30:00-03:00,7.158,5.05,22.75
2025-05-17 01:45:00-03:00,7.187,4.65,22.9
2025-05-17 02:00:00-03:00,7.286,5.79,22.88
2025-05-17 02:15:00-03:00,7.195,5.65,23.51
2025-05-17 02:30:00-03:00,7.219,4.51,22.94
2025-05-17 02:45:00-03:00,7.216,5.88,23.3
2025-05-17 03:00:00-03:00,7.205,5.02,23.61
2025-05-17 03:15:00-03:00,7.149,5.04,23.4
2025-05-17 03:30:00-03:00,7.181,5.88,23.73
2025-05-17 03:45:00-03:00,7.234,5.91,23.45
2025-05-17 04:00:00-03:00,7.105,4.7,23.6
2025-05-17 04:15:00-03:00,7.113,5.43,23.92
2025-05-17 04:30:00-03:00,7.234,5.09,23.68
2025-05-17 04:45:00-03:00,7.181,5.04,23.89
2025-05-17 05:00:00-03:00,7.22,5.33,23.71
2025-05-17 05:15:00-03:00,7.132,6.1,23.81
2025-05-17 05:30:00-03:00,7.11,5.62,24.12
2025-05-17 05:45:00-03:00,7.194,5.9,23.76
2025-05-17 06:00:00-03:00,7.133,5.31,23.87
2025-05-17 06:15:00-03:00,7.176,4.88,23.95
2025-05-17 06:30:00-03:00,7.205,3.91,23.86
2025-05-17 06:45:00-03:00,7.158,5.52,23.88
2025-05-17 07:00:00-03:00,7.163,5.46,23.93
2025-05-17 07:15:00-03:00,7.102,5.03,24.04
2025-05-17 07:30:00-03:00,7.227,5.25,24.06
2025-05-17 07:45:00-03:00,7.226,5.79,23.66
2025-05-17 08:00:00-03:00,7.216,4.94,23.54
2025-05-17 08:15:00-03:00,7.223,5.83,23.5
2025-05-17 08:30:00-03:00,7.17,4.82,23.4
2025-05-17 08:45:00-03:00,7.162,6.57,23.37
2025-05-17 09:00:00-03:00,7.29,4.82,23.57
2025-05-17 09:15:00-03:00,7.218,5.31,23.31
2025-05-17 09:30:00-03:00,7.225,5.32,23.26
2025-05-17 09:45:00-03:00,7.147,5.5,22.9
2025-05-17 10:00:00-03:00,7.264,5.9,22.98
2025-05-17 10:15:00-03:00,7.191,5.15,23.19
2025-05-17 10:30:00-03:00,7.136,4.64,22.69
2025-05-17 10:45:00-03:00,7.183,5.79,22.63
2025-05-17 11:00:00-03:00,7.141,5.57,22.52
2025-05-17 11:15:00-03:00,7.148,5.3,22.57
2025-05-17 11:30:00-03:00,7.29,6.39,22.17
2025-05-17 11:45:00-03:00,7.239,4.73,21.98
2025-05-17 12:00:00-03:00,7.173,5.56,22.11
2025-05-17 12:15:00-03:00,7.23,6.67,22.24
2025-05-17 12:30:00-03:00,7.241,5.3,21.78
2025-05-17 12:45:00-03:00,7.102,5.28,21.6
2025-05-17 13:00:00-03:00,7.16,5.38,21.14
2025-05-17 13:15:00-03:00,7.044,6.0,21.21
2025-05-17 13:30:00-03:00,7.169,5.32,21.0
2025-05-17 13:45:00-03:00,7.099,5.78,21.28
2025-05-17 14:00:00-03:00,7.253,5.75,20.89
2025-05-17 14:15:00-03:00,7.243,5.6,21.03
2025-05-17 14:30:00-03:00,7.152,6.15,21.02
2025-05-17 14:45:00-03:00,7.162,5.83,20.8
2025-05-17 15:00:00-03:00,7.18,5.32,20.58
2025-05-17 15:15:00-03:00,7.321,5.02,20.39
2025-05-17 15:30:00-03:00,7.158,5.68,20.61
2025-05-17 15:45:00-03:00,7.239,5.48,20.39
2025-05-17 16:00:00-03:00,7.139,4.53,20.39
2025-05-17 16:15:00-03:00,7.173,5.98,20.19
2025-05-17 16:30:00-03:00,7.224,5.57,20.38
2025-05-17 16:45:00-03:00,7.214,5.63,20.08
2025-05-17 17:00:00-03:00,7.195,7.47,20.11
2025-05-17 17:15:00-03:00,7.127,5.91,20.08
2025-05-17 17:30:00-03:00,7.232,5.87,20.05
2025-05-17 17:45:00-03:00,7.165,5.04,19.91
2025-05-17 18:00:00-03:00,7.285,5.45,20.14
2025-05-17 18:15:00-03:00,7.198,5.3,20.22
2025-05-17 18:30:00-03:00,7.234,5.21,20.52
2025-05-17 18:45:00-03:00,7.162,6.29,20.23
2025-05-17 19:00:00-03:00,7.255,6.3,20.1
2025-05-17 19:15:00-03:00,7.205,5.79,20.42
2025-05-17 19:30:00-03:00,7.201,5.0,20.24
2025-05-17 19:45:00-03:00,7.221,6.3,20.37
2025-05-17 20:00:00-03:00,7.216,5.05,19.93
2025-05-17 20:15:00-03:00,7.23,5.6,20.32
2025-05-17 20:30:00-03:00,7.24,6.21,20.38
2025-05-17 20:45:00-03:00,7.156,6.18,20.3
2025-05-17 21:00:00-03:00,7.207,4.99,20.72
2025-05-17 21:15:00-03:00,7.229,6.25,20.5
2025-05-17 21:30:00-03:00,7.079,5.63,20.57
2025-05-17 21:45:00-03:00,7.185,4.69,20.98
2025-05-17 22:00:00-03:00,7.151,5.15,20.97
2025-05-17 22:15:00-03:00,7.196,4.98,21.15
2025-05-17 22:30:00-03:00,7.19,5.03,20.89
2025-05-17 22:45:00-03:00,7.207,5.56,21.29
2025-05-17 23:00:00-03:00,7.144,5.44,21.49
2025-05-17 23:15:00-03:00,7.245,6.0,21.37
2025-05-17 23:30:00-03:00,7.164,5.76,21.44
2025-05-17 23:45:00-03:00,7.218,5.66,21.77
2025-05-18 00:00:00-03:00,7.144,3.83,22.14
2025-05-18 00:15:00-03:00,7.192,4.36,22.04
2025-05-18 00:30:00-03:00,7.219,4.44,22.38
2025-05-18 00:45:00-03:00,7.206,4.01,22.15
2025-05-18 01:00:00-03:00,7.254,4.24,22.51
2025-05-18 01:15:00-03:00,7.138,3.83,22.67
2025-05-18 01:30:00-03:00,7.196,5.38,22.98
2025-05-18 01:45:00-03:00,7.184,3.59,23.18
2025-05-18 02:00:00-03:00,7.143,4.15,22.99
2025-05-18 02:15:00-03:00,7.238,4.63,22.99
2025-05-18 02:30:00-03:00,7.183,3.32,23.42
2025-05-18 02:45:00-03:00,7.364,4.05,23.42
2025-05-18 03:00:00-03:00,7.142,3.79,23.69
2025-05-18 03:15:00-03:00,7.164,3.97,23.57
2025-05-18 03:30:00-03:00,7.248,5.07,23.61
2025-05-18 03:45:00-03:00,7.243,4.04,24.03
2025-05-18 04:00:00-03:00,7.186,3.31,23.73
2025-05-18 04:15:00-03:00,7.185,4.06,24.04
2025-05-18 04:30:00-03:00,7.118,4.88,23.6
2025-05-18 04:45:00-03:00,7.244,5.0,23.91
2025-05-18 05:00:00-03:00,7.134,4.33,24.0
2025-05-18 05:15:00-03:00,7.133,3.54,23.91
2025-05-18 05:30:00-03:00,7.198,4.17,24.24
2025-05-18 05:45:00-03:00,7.201,4.51,23.95
2025-05-18 06:00:00-03:00,7.199,4.37,23.5
2025-05-18 06:15:00-03:00,7.209,4.02,24.17
2025-05-18 06:30:00-03:00,7.109,4.21,23.82
2025-05-18 06:45:00-03:00,7.243,3.23,23.72
2025-05-18 07:00:00-03:00,7.156,4.59,23.56
2025-05-18 07:15:00-03:00,7.254,5.3,23.74
2025-05-18 07:30:00-03:00,7.162,3.23,24.24
2025-05-18 07:45:00-03:00,7.12,3.44,23.72
2025-05-18 08:00:00-03:00,7.121,4.25,23.46
2025-05-18 08:15:00-03:00,7.181,3.78,23.91
2025-05-18 08:30:00-03:00,7.183,3.25,23.49
2025-05-18 08:45:00-03:00,7.257,3.54,23.28
2025-05-18 09:00:00-03:00,7.233,3.99,23.08
2025-05-18 09:15:00-03:00,7.227,4.31,23.05
2025-05-18 09:30:00-03:00,7.264,3.61,23.37
2025-05-18 09:45:00-03:00,7.252,3.28,23.1
2025-05-18 10:00:00-03:00,7.265,3.34,23.17
2025-05-18 10:15:00-03:00,7.149,3.81,22.77
2025-05-18 10:30:00-03:00,7.16,3.99,23.0
2025-05-18 10:45:00-03:00,7.257,4.0,22.55
2025-05-18 11:00:00-03:00,7.121,4.48,22.61
2025-05-18 11:15:00-03:00,7.197,3.85,22.18
2025-05-18 11:30:00-03:00,7.203,3.18,22.32
2025-05-18 11:45:00-03:00,7.202,3.83,22.42
2025-05-18 12:00:00-03:00,7.234,4.31,22.24
2025-05-18 12:15:00-03:00,7.156,3.58,21.71
2025-05-18 12:30:00-03:00,7.154,3.67,21.59
2025-05-18 12:45:00-03:00,7.237,2.94,21.24
2025-05-18 13:00:00-03:00,7.248,3.62,21.63
2025-05-18 13:15:00-03:00,7.221,3.01,21.19
2025-05-18 13:30:00-03:00,7.183,3.65,21.14
2025-05-18 13:45:00-03:00,7.249,4.06,21.22
2025-05-18 14:00:00-03:00,7.261,4.92,20.76
2025-05-18 14:15:00-03:00,7.115,4.59,20.72
2025-05-18 14:30:00-03:00,7.243,3.79,20.79
2025-05-18 14:45:00-03:00,7.049,3.04,20.98
2025-05-18 15:00:00-03:00,7.249,4.32,20.95
2025-05-18 15:15:00-03:00,7.203,4.17,20.41
2025-05-18 15:30:00-03:00,7.223,4.01,20.47
2025-05-18 15:45:00-03:00,7.152,4.42,20.06
2025-05-18 16:00:00-03:00,7.169,3.62,20.46
2025-05-18 16:15:00-03:00,7.201,4.08,20.03
2025-05-18 16:30:00-03:00,7.159,4.35,19.99
2025-05-18 16:45:00-03:00,7.244,3.47,20.02
2025-05-18 17:00:00-03:00,7.163,3.92,20.26
2025-05-18 17:15:00-03:00,7.206,3.12,19.87
2025-05-18 17:30:00-03:00,7.051,3.16,19.97
2025-05-18 17:45:00-03:00,7.205,4.25,20.0
2025-05-18 18:00:00-03:00,7.195,3.47,20.01
2025-05-18 18:15:00-03:00,7.223,4.85,20.25
2025-05-18 18:30:00-03:00,7.148,4.24,20.14
2025-05-18 18:45:00-03:00,7.125,3.43,19.86
2025-05-18 19:00:00-03:00,7.17,4.52,19.63
2025-05-18 19:15:00-03:00,7.191,3.58,20.05
2025-05-18 19:30:00-03:00,7.132,4.15,19.85
2025-05-18 19:45:00-03:00,7.239,4.36,20.33
2025-05-18 20:00:00-03:00,7.187,3.77,20.66
2025-05-18 20:15:00-03:00,7.226,4.09,20.33
2025-05-18 20:30:00-03:00,7.184,4.21,20.25
2025-05-18 20:45:00-03:00,7.125,4.68,20.11
2025-05-18 21:00:00-03:00,7.221,4.57,20.46
2025-05-18 21:15:00-03:00,7.131,3.88,20.72
2025-05-18 21:30:00-03:00,7.228,4.57,20.95
2025-05-18 21:45:00-03:00,7.135,4.11,20.62
2025-05-18 22:00:00-03:00,7.173,4.46,21.02
2025-05-18 22:15:00-03:00,7.23,3.24,21.16
2025-05-18 22:30:00-03:00,7.271,4.4,20.92
2025-05-18 22:45:00-03:00,7.245,4.08,21.54
2025-05-18 23:00:00-03:00,7.189,3.79,21.31
2025-05-18 23:15:00-03:00,7.189,3.76,21.61
2025-05-18 23:30:00-03:00,7.204,3.74,21.82
2025-05-18 23:45:00-03:00,7.137,3.34,21.82
2025-05-19 00:00:00-03:00,7.067,3.89,22.03
2025-05-19 00:15:00-03:00,7.207,3.46,22.0
2025-05-19 00:30:00-03:00,7.231,4.31,22.13
2025-05-19 00:45:00-03:00,7.2,3.92,22.41
2025-05-19 01:00:00-03:00,7.136,3.85,22.53
2025-05-19 01:15:00-03:00,7.287,3.68,22.57
2025-05-19 01:30:00-03:00,7.181,4.11,22.96
2025-05-19 01:45:00-03:00,7.195,4.48,22.79
2025-05-19 02:00:00-03:00,7.256,4.87,23.27
2025-05-19 02:15:00-03:00,7.085,3.86,23.42
2025-05-19 02:30:00-03:00,7.306,4.37,23.51
2025-05-19 02:45:00-03:00,7.291,3.47,23.24
2025-05-19 03:00:00-03:00,7.155,4.68,23.06
2025-05-19 03:15:00-03:00,7.179,4.29,23.21
2025-05-19 03:30:00-03:00,7.156,3.83,23.62
2025-05-19 03:45:00-03:00,7.16,3.98,23.58
2025-05-19 04:00:00-03:00,7.169,3.71,23.78
2025-05-19 04:15:00-03:00,7.153,3.89,23.75
2025-05-19 04:30:00-03:00,7.184,3.92,23.72
2025-05-19 04:45:00-03:00,7.155,3.49,24.16
2025-05-19 05:00:00-03:00,7.214,4.24,23.75
2025-05-19 05:15:00-03:00,7.184,4.85,23.82
2025-05-19 05:30:00-03:00,7.293,3.38,23.97
2025-05-19 05:45:00-03:00,7.18,3.65,23.82
2025-05-19 06:00:00-03:00,7.208,3.83,23.82
2025-05-19 06:15:00-03:00,7.165,4.74,24.15
2025-05-19 06:30:00-03:00,7.211,4.79,24.16
2025-05-19 06:45:00-03:00,7.198,4.03,23.72
2025-05-19 07:00:00-03:00,7.218,4.09,23.93
2025-05-19 07:15:00-03:00,7.207,3.71,23.71
2025-05-19 07:30:00-03:00,7.207,4.39,23.77
2025-05-19 07:45:00-03:00,7.115,4.29,24.1
2025-05-19 08:00:00-03:00,7.228,3.44,23.61
2025-05-19 08:15:00-03:00,7.17,3.68,23.75
2025-05-19 08:30:00-03:00,7.116,4.31,23.95
2025-05-19 08:45:00-03:00,7.279,4.23,23.51
2025-05-19 09:00:00-03:00,7.19,2.61,22.93
2025-05-19 09:15:00-03:00,7.152,4.68,23.25
2025-05-19 09:30:00-03:00,7.182,4.55,23.41
2025-05-19 09:45:00-03:00,7.169,3.91,23.15
2025-05-19 10:00:00-03:00,7.286,4.5,23.21
2025-05-19 10:15:00-03:00,7.233,4.16,22.7
2025-05-19 10:30:00-03:00,7.248,4.24,22.97
2025-05-19 10:45:00-03:00,7.185,3.99,22.67
2025-05-19 11:00:00-03:00,7.141,4.76,22.43
2025-05-19 11:15:00-03:00,7.311,4.28,22.26
2025-05-19 11:30:00-03:00,7.207,4.06,22.13
2025-05-19 11:45:00-03:00,7.146,3.64,22.29
2025-05-19 12:00:00-03:00,7.246,3.5,21.84
2025-05-19 12:15:00-03:00,7.148,3.55,21.74
2025-05-19 12:30:00-03:00,7.183,3.76,21.61
2025-05-19 12:45:00-03:00,7.178,3.66,21.47
2025-05-19 13:00:00-03:00,7.149,4.48,21.49
2025-05-19 13:15:00-03:00,7.14,3.56,21.49
2025-05-19 13:30:00-03:00,7.293,4.22,21.37
2025-05-19 13:45:00-03:00,7.213,4.82,21.11
2025-05-19 14:00:00-03:00,7.253,3.74,20.5
2025-05-19 14:15:00-03:00,7.212,3.14,20.55
2025-05-19 14:30:00-03:00,7.223,3.8,20.79
2025-05-19 14:45:00-03:00,7.192,4.44,20.44
2025-05-19 15:00:00-03:00,7.184,3.77,20.52
2025-05-19 15:15:00-03:00,7.229,3.89,20.56
2025-05-19 15:30:00-03:00,7.177,4.48,20.29
2025-05-19 15:45:00-03:00,7.229,3.87,20.37
2025-05-19 16:00:00-03:00,7.286,4.16,20.19
2025-05-19 16:15:00-03:00,7.23,3.51,20.33
2025-05-19 16:30:00-03:00,7.236,3.51,19.95
2025-05-19 16:45:00-03:00,7.119,3.93,20.33
2025-05-19 17:00:00-03:00,7.186,3.49,20.06
2025-05-19 17:15:00-03:00,7.167,3.84,20.09
2025-05-19 17:30:00-03:00,7.189,3.49,20.08
2025-05-19 17:45:00-03:00,7.163,3.53,20.18
2025-05-19 18:00:00-03:00,7.135,4.12,20.24
2025-05-19 18:15:00-03:00,7.162,3.64,19.86
2025-05-19 18:30:00-03:00,7.307,3.41,19.66
2025-05-19 18:45:00-03:00,7.168,3.92,20.03
2025-05-19 19:00:00-03:00,7.195,3.92,20.0
2025-05-19 19:15:00-03:00,7.184,3.92,20.28
2025-05-19 19:30:00-03:00,7.165,3.93,20.16
2025-05-19 19:45:00-03:00,7.294,3.84,20.03
2025-05-19 20:00:00-03:00,7.214,3.3,20.29
2025-05-19 20:15:00-03:00,7.223,4.23,20.62
2025-05-19 20:30:00-03:00,7.205,3.77,20.4
2025-05-19 20:45:00-03:00,7.073,4.32,20.66
2025-05-19 21:00:00-03:00,7.178,3.07,20.75
2025-05-19 21:15:00-03:00,7.161,3.89,20.54
2025-05-19 21:30:00-03:00,7.247,3.63,20.99
2025-05-19 21:45:00-03:00,7.171,3.33,20.66
2025-05-19 22:00:00-03:00,7.223,3.92,21.01
2025-05-19 22:15:00-03:00,7.194,3.72,21.01
2025-05-19 22:30:00-03:00,7.22,4.08,21.09
2025-05-19 22:45:00-03:00,7.229,4.62,21.34
2025-05-19 23:00:00-03:00,7.254,4.16,21.51
2025-05-19 23:15:00-03:00,7.283,4.58,21.68
2025-05-19 23:30:00-03:00,7.168,4.28,21.64
2025-05-19 23:45:00-03:00,7.239,4.99,21.89
2025-05-20 00:00:00-03:00,7.251,4.48,22.21
2025-05-20 00:15:00-03:00,7.142,4.16,22.42
2025-05-20 00:30:00-03:00,7.213,3.98,22.33
2025-05-20 00:45:00-03:00,7.196,4.44,22.66
2025-05-20 01:00:00-03:00,7.287,3.43,22.49
2025-05-20 01:15:00-03:00,7.183,4.18,22.52
2025-05-20 01:30:00-03:00,7.167,4.06,22.36
2025-05-20 01:45:00-03:00,7.234,3.99,22.86
2025-05-20 02:00:00-03:00,7.193,3.9,23.2
2025-05-20 02:15:00-03:00,7.193,3.81,23.13
2025-05-20 02:30:00-03:00,7.197,3.7,23.29
2025-05-20 02:45:00-03:00,7.208,4.79,23.26
2025-05-20 03:00:00-03:00,7.2,3.62,23.0
2025-05-20 03:15:00-03:00,7.128,3.7,23.46
2025-05-20 03:30:00-03:00,7.193,4.56,23.83
2025-05-20 03:45:00-03:00,7.192,4.34,23.66
2025-05-20 04:00:00-03:00,7.186,4.05,23.51
2025-05-20 04:15:00-03:00,7.212,3.86,24.01
2025-05-20 04:30:00-03:00,7.183,4.44,23.93
2025-05-20 04:45:00-03:00,7.234,4.55,24.01
2025-05-20 05:00:00-03:00,7.18,4.41,23.86
2025-05-20 05:15:00-03:00,7.134,4.52,24.39
2025-05-20 05:30:00-03:00,7.162,3.42,23.59
2025-05-20 05:45:00-03:00,7.173,4.14,23.89
2025-05-20 06:00:00-03:00,7.206,4.44,23.94
2025-05-20 06:15:00-03:00,7.353,3.96,23.31
2025-05-20 06:30:00-03:00,7.309,3.33,24.12
2025-05-20 06:45:00-03:00,7.211,3.71,23.68
2025-05-20 07:00:00-03:00,7.183,4.19,23.83
2025-05-20 07:15:00-03:00,7.275,4.58,23.75
2025-05-20 07:30:00-03:00,7.317,3.5,23.93
2025-05-20 07:45:00-03:00,7.183,3.86,23.89
2025-05-20 08:00:00-03:00,7.066,4.07,23.81
2025-05-20 08:15:00-03:00,7.147,4.39,23.78
2025-05-20 08:30:00-03:00,7.303,3.81,23.52
2025-05-20 08:45:00-03:00,7.185,4.35,23.49
2025-05-20 09:00:00-03:00,7.121,3.94,23.26
2025-05-20 09:15:00-03:00,7.18,3.87,23.48
2025-05-20 09:30:00-03:00,7.191,3.97,23.27
2025-05-20 09:45:00-03:00,7.275,3.38,23.46
2025-05-20 10:00:00-03:00,7.125,4.16,23.16
2025-05-20 10:15:00-03:00,7.2,4.9,23.06
2025-05-20 10:30:00-03:00,7.297,4.36,23.19
2025-05-20 10:45:00-03:00,7.231,4.14,22.8
2025-05-20 11:00:00-03:00,7.265,3.89,22.3
2025-05-20 11:15:00-03:00,7.245,3.56,22.55
2025-05-20 11:30:00-03:00,7.235,4.8,22.22
2025-05-20 11:45:00-03:00,7.19,4.5,22.24
2025-05-20 12:00:00-03:00,7.237,3.88,21.71
2025-05-20 12:15:00-03:00,7.188,4.36,21.97
2025-05-20 12:30:00-03:00,7.142,4.02,21.6
2025-05-20 12:45:00-03:00,7.175,3.44,21.67
2025-05-20 13:00:00-03:00,7.254,4.0,21.33
2025-05-20 13:15:00-03:00,7.19,3.89,21.22
2025-05-20 13:30:00-03:00,7.093,3.56,21.28
2025-05-20 13:45:00-03:00,7.184,3.62,21.32
2025-05-20 14:00:00-03:00,7.101,4.57,21.09
2025-05-20 14:15:00-03:00,7.298,4.21,21.0
2025-05-20 14:30:00-03:00,7.223,3.54,20.93
2025-05-20 14:45:00-03:00,7.206,4.1,20.82
2025-05-20 15:00:00-03:00,7.158,3.17,20.64
2025-05-20 15:15:00-03:00,7.285,4.6,20.48
2025-05-20 15:30:00-03:00,7.152,3.99,20.32
2025-05-20 15:45:00-03:00,7.132,4.06,20.3
2025-05-20 16:00:00-03:00,7.264,3.93,20.42
2025-05-20 16:15:00-03:00,7.192,3.51,20.32
2025-05-20 16:30:00-03:00,7.202,3.9,19.97
2025-05-20 16:45:00-03:00,7.271,2.89,20.08
2025-05-20 17:00:00-03:00,7.19,4.02,20.44
2025-05-20 17:15:00-03:00,7.125,3.65,19.98
2025-05-20 17:30:00-03:00,7.161,3.66,20.17
2025-05-20 17:45:00-03:00,7.112,4.42,19.87
2025-05-20 18:00:00-03:00,7.211,4.48,20.42
2025-05-20 18:15:00-03:00,7.264,4.49,20.28
2025-05-20 18:30:00-03:00,7.205,4.05,19.87
2025-05-20 18:45:00-03:00,7.235,4.16,20.23
2025-05-20 19:00:00-03:00,7.112,2.62,20.15
2025-05-20 19:15:00-03:00,7.204,4.24,19.97
2025-05-20 19:30:00-03:00,7.16,3.64,20.13
2025-05-20 19:45:00-03:00,7.183,3.88,20.25
2025-05-20 20:00:00-03:00,7.269,3.38,20.36
2025-05-20 20:15:00-03:00,7.198,3.86,20.46
2025-05-20 20:30:00-03:00,7.149,3.49,20.43
2025-05-20 20:45:00-03:00,7.246,4.29,20.74
2025-05-20 21:00:00-03:00,7.203,3.12,20.57
2025-05-20 21:15:00-03:00,7.183,4.04,20.59
2025-05-20 21:30:00-03:00,7.219,4.06,20.88
2025-05-20 21:45:00-03:00,7.158,3.55,20.84
2025-05-20 22:00:00-03:00,7.194,3.86,21.05
2025-05-20 22:15:00-03:00,7.218,3.78,21.23
2025-05-20 22:30:00-03:00,7.305,3.69,21.27
2025-05-20 22:45:00-03:00,7.127,4.27,21.38
2025-05-20 23:00:00-03:00,7.197,4.38,21.79
2025-05-20 23:15:00-03:00,7.281,3.12,21.61
2025-05-20 23:30:00-03:00,7.232,3.98,21.69
2025-05-20 23:45:00-03:00,7.201,4.05,21.76
2025-05-21 00:00:00-03:00,7.207,3.42,22.36
2025-05-21 00:15:00-03:00,7.215,3.93,22.2
2025-05-21 00:30:00-03:00,7.173,4.36,22.34
2025-05-21 00:45:00-03:00,7.245,4.29,22.68
2025-05-21 01:00:00-03:00,7.089,4.17,22.48
2025-05-21 01:15:00-03:00,7.223,3.82,22.73
2025-05-21 01:30:00-03:00,7.301,5.11,23.02
2025-05-21 01:45:00-03:00,7.206,3.07,23.08
2025-05-21 02:00:00-03:00,7.241,4.9,22.83
2025-05-21 02:15:00-03:00,7.205,3.64,23.05
2025-05-21 02:30:00-03:00,7.206,4.37,22.9
2025-05-21 02:45:00-03:00,7.18,4.76,23.0
2025-05-21 03:00:00-03:00,7.292,4.17,23.0
2025-05-21 03:15:00-03:00,7.3,4.11,23.6
2025-05-21 03:30:00-03:00,7.19,3.98,23.65
2025-05-21 03:45:00-03:00,7.099,4.27,23.8
2025-05-21 04:00:00-03:00,7.223,3.67,23.78
2025-05-21 04:15:00-03:00,7.188,3.8,24.08
2025-05-21 04:30:00-03:00,7.218,4.42,23.6
2025-05-21 04:45:00-03:00,7.208,2.77,24.14
2025-05-21 05:00:00-03:00,7.183,3.8,24.28
2025-05-21 05:15:00-03:00,7.172,4.22,23.65
2025-05-21 05:30:00-03:00,7.134,3.65,24.07
2025-05-21 05:45:00-03:00,7.256,3.35,24.11
2025-05-21 06:00:00-03:00,7.139,3.58,23.83
2025-05-21 06:15:00-03:00,7.218,3.7,23.76
2025-05-21 06:30:00-03:00,7.214,3.52,23.83
2025-05-21 06:45:00-03:00,7.194,4.14,24.09
2025-05-21 07:00:00-03:00,7.206,4.72,24.21
2025-05-21 07:15:00-03:00,7.158,4.64,23.8
2025-05-21 07:30:00-03:00,7.225,5.01,24.09
2025-05-21 07:45:00-03:00,7.264,4.15,23.3
2025-05-21 08:00:00-03:00,7.125,3.04,23.69
2025-05-21 08:15:00-03:00,7.251,3.74,23.7
2025-05-21 08:30:00-03:00,7.204,4.32,23.52
2025-05-21 08:45:00-03:00,7.164,2.97,23.58
2025-05-21 09:00:00-03:00,7.14,3.85,23.28
2025-05-21 09:15:00-03:00,7.17,4.84,23.11
2025-05-21 09:30:00-03:00,7.267,3.8,23.17
2025-05-21 09:45:00-03:00,7.237,3.89,23.13
2025-05-21 10:00:00-03:00,7.241,3.95,22.98
2025-05-21 10:15:00-03:00,7.157,4.36,22.9
2025-05-21 10:30:00-03:00,7.173,3.06,22.94
2025-05-21 10:45:00-03:00,7.19,3.72,22.65
2025-05-21 11:00:00-03:00,7.266,4.79,22.43
2025-05-21 11:15:00-03:00,7.269,5.06,22.55
2025-05-21 11:30:00-03:00,7.178,4.04,22.25
2025-05-21 11:45:00-03:00,7.212,3.58,22.25
2025-05-21 12:00:00-03:00,7.221,4.19,21.83
2025-05-21 12:15:00-03:00,7.165,4.65,21.78
2025-05-21 12:30:00-03:00,7.102,3.89,21.77
2025-05-21 12:45:00-03:00,7.23,3.84,21.74
2025-05-21 13:00:00-03:00,7.188,4.03,21.38
2025-05-21 13:15:00-03:00,7.309,3.86,21.42
2025-05-21 13:30:00-03:00,7.192,3.79,21.51
2025-05-21 13:45:00-03:00,7.209,4.36,21.12
2025-05-21 14:00:00-03:00,7.18,3.84,21.28
2025-05-21 14:15:00-03:00,7.202,4.68,20.75
2025-05-21 14:30:00-03:00,7.183,4.23,20.43
2025-05-21 14:45:00-03:00,7.18,4.0,20.39
2025-05-21 15:00:00-03:00,7.22,3.78,20.27
2025-05-21 15:15:00-03:00,7.228,4.46,20.77
2025-05-21 15:30:00-03:00,7.111,3.82,20.47
2025-05-21 15:45:00-03:00,7.184,4.66,20.59
2025-05-21 16:00:00-03:00,7.18,4.86,20.43
2025-05-21 16:15:00-03:00,7.212,4.35,20.34
2025-05-21 16:30:00-03:00,7.254,3.07,20.37
2025-05-21 16:45:00-03:00,7.358,4.74,20.44
2025-05-21 17:00:00-03:00,7.179,3.98,19.9
2025-05-21 17:15:00-03:00,7.149,4.3,19.88
2025-05-21 17:30:00-03:00,7.186,4.36,20.28
2025-05-21 17:45:00-03:00,7.221,3.78,20.18
2025-05-21 18:00:00-03:00,7.141,4.7,19.5
2025-05-21 18:15:00-03:00,7.205,4.31,20.16
2025-05-21 18:30:00-03:00,7.202,4.14,20.08
2025-05-21 18:45:00-03:00,7.219,3.67,20.08
2025-05-21 19:00:00-03:00,7.206,3.93,20.13
2025-05-21 19:15:00-03:00,7.201,3.01,20.4
2025-05-21 19:30:00-03:00,7.23,4.6,20.4
2025-05-21 19:45:00-03:00,7.062,4.13,19.77
2025-05-21 20:00:00-03:00,7.172,4.2,19.93
2025-05-21 20:15:00-03:00,7.269,4.6,20.51
2025-05-21 20:30:00-03:00,7.171,4.36,20.0
2025-05-21 20:45:00-03:00,7.224,3.93,20.27
2025-05-21 21:00:00-03:00,7.221,4.35,21.06
2025-05-21 21:15:00-03:00,7.158,3.34,20.63
2025-05-21 21:30:00-03:00,7.098,2.56,20.66
2025-05-21 21:45:00-03:00,7.168,4.15,20.76
2025-05-21 22:00:00-03:00,7.153,3.28,20.91
2025-05-21 22:15:00-03:00,7.221,3.93,21.23
2025-05-21 22:30:00-03:00,7.182,2.69,21.18
2025-05-21 22:45:00-03:00,7.209,4.25,21.28
2025-05-21 23:00:00-03:00,7.191,4.05,21.34
2025-05-21 23:15:00-03:00,7.094,4.06,21.81
2025-05-21 23:30:00-03:00,7.227,3.94,21.9
2025-05-21 23:45:00-03:00,7.209,3.44,21.92
2025-05-22 00:00:00-03:00,7.227,4.64,21.97
2025-05-22 00:15:00-03:00,7.216,3.51,22.34
